"Year"," hose","gown","suit ","sweater","suit ","suit ","tie s"," tee","cardigan"," suit","tee ","top"," tie","dress"," coat","dress ","jacket","tie "," tie","tie "," tie","blazer","tie "," tie"," coat","tie "," tie","polo","tank","scarf"," top"," coat","corset","top ","an tie","tunic","underwear"," dress","coat "," coat","coat ","suit ","tie","suit","coat ","hose","skirt"," dress","bra","coat ","coat","n tie","shirt","tee"
1863,"1.0979209608220502E-7","1.2250264259018337E-5","1.309059607133983E-7","5.067327511486386E-8","7.178713974605714E-8","1.773564629020235E-7","1.051470458633425E-6","3.124851965416605E-7","7.930367555476193E-6","2.0691587338569408E-7","2.153614192381714E-7","1.396471006707123E-4","2.998168777629445E-7","2.802232113851971E-4","3.378218340990924E-8","2.787030131317512E-7","3.304742092074371E-5","1.6046537119706888E-7","7.558763537967192E-7","7.474308079442419E-7","1.1401486900844368E-7","2.533663755743193E-7","1.0556932315596636E-7","1.2668318778715964E-7","6.334159389357982E-8","1.1401486900844368E-7","1.773564629020235E-7","3.10796087371165E-6","1.0219110481497545E-5","1.4965507250589793E-5","1.4357427949211428E-7","5.067327511486386E-8","6.173694018160913E-6","1.858020087545008E-7","2.533663755743193E-7","2.947495502514581E-6","0.0","2.2802973801688736E-7","4.6872779481249066E-7","8.023268559853444E-8","3.378218340990924E-8","3.842723362877176E-7","2.73673690576601E-4","1.75312640805724E-4","3.631584716565243E-7","2.6008058452703875E-5","2.5691350483235975E-5","1.5201982534459157E-7","1.3787353604169209E-5","2.913713319104672E-7","1.1291694804762162E-4","7.558763537967192E-7","8.681176581761426E-5","8.575184981312837E-5"
1864,"8.52128799121908E-8","1.2506004566160574E-5","1.582524912654972E-7","4.86930742355376E-8","1.0550166084366481E-7","1.501369788929076E-7","6.695297707386421E-7","2.63754152109162E-7","3.2948980232713776E-6","1.3796371033402322E-7","2.0288780931474E-7","1.340073980523858E-4","2.556386397365724E-7","2.5125626305537403E-4","3.65198056766532E-8","3.2056273871728924E-7","3.849187518319247E-5","1.4202146652031801E-7","6.167789403168096E-7","5.559125975223877E-7","1.136171732162544E-7","1.988300531284452E-7","1.0550166084366481E-7","1.6231024745179202E-7","2.43465371177688E-8","1.136171732162544E-7","1.339059541477284E-7","2.235823658648435E-6","1.0290469688443613E-5","1.1661991279411256E-5","1.0144390465737E-7","4.46353180492428E-8","4.2362974584917715E-6","1.744835160106764E-7","2.475231273639828E-7","2.9094111855733717E-6","0.0","2.272343464325088E-7","3.3679376346246843E-7","1.0144390465737E-7","9.73861484710752E-8","2.8404293304063603E-7","2.524573588865173E-4","1.807324605375704E-4","1.785412721969712E-7","2.1777977451844194E-5","2.034558951808213E-5","2.475231273639828E-7","1.444561202320949E-5","1.298481979614336E-7","1.2230482921111159E-4","6.046056717579252E-7","6.0874458306794595E-5","8.332196552937742E-5"
1865,"1.035900713806033E-7","1.0126965378167779E-5","8.701565995970678E-8","4.972323426268959E-8","2.6104697987912033E-7","9.115926281493091E-8","6.422584425597405E-7","2.1961095132687902E-7","2.921240012933013E-6","1.5745690849851702E-7","1.7403131991941355E-7","1.304779103081527E-4","2.2789815703732727E-7","2.4403334655557005E-4","2.0718014276120662E-8","3.0248300843136164E-7","3.7549329074041084E-5","1.0773367423582744E-7","5.63529988310482E-7","4.143602855224132E-7","1.3259529136717224E-7","4.3922190265375803E-7","1.2430808565672396E-7","1.4502609993284462E-7","2.4861617131344795E-8","1.3259529136717224E-7","1.5745690849851702E-7","2.187822307558342E-6","1.326781634242767E-5","1.0271991478100623E-5","1.2016448280149984E-7","5.386683711791372E-8","2.5068797274106E-6","1.8231852562986183E-7","2.154673484716549E-7","2.1836787047031176E-6","0.0","1.9889293705075836E-7","2.2789815703732727E-7","1.160208799462757E-7","5.801043997313785E-8","3.3977543412837885E-7","2.3022686184196323E-4","1.6024140961722766E-4","2.2375455418210314E-7","2.116552338448487E-5","2.0171058699231077E-5","2.3618536274777555E-7","1.4784374987439704E-5","1.160208799462757E-7","1.0679721999054679E-4","4.972323426268958E-7","4.904368339443283E-5","9.000319761832338E-5"
1866,"6.695873621009937E-8","8.648836760471168E-6","1.1903775326239888E-7","8.183845536789924E-8","2.12035997998648E-7","1.5623705115689853E-7","9.262625175730413E-7","2.678349448403975E-7","3.5971721063981164E-6","1.3391747242019874E-7","2.0087620863029812E-7","1.1643380240978391E-4","3.943125576816963E-7","2.34638291399346E-4","1.8599648947249827E-8","3.496734002082967E-7","4.361245685151139E-5","1.4507726178854865E-7","8.741835005207418E-7","7.923450451528426E-7","1.301975426307488E-7","1.6367691073579847E-7","1.7855662989359833E-7","2.0087620863029812E-7","1.487971915779986E-8","1.4879719157799862E-7","1.301975426307488E-7","2.11664005019703E-6","1.3507065065492824E-5","1.0110769167725005E-5","1.0415803410459903E-7","2.975943831559972E-8","3.21401933808477E-6","2.6411501505094753E-7","2.7155487462984747E-7","3.4595347041884676E-6","3.719929789449965E-9","2.343555767353478E-7","2.0831606820919806E-7","9.299824473624913E-8","5.951887663119944E-8","4.0175241726059624E-7","2.665962082205107E-4","1.587963628520401E-4","1.0043810431514906E-7","2.2806889539117738E-5","2.454781668058032E-5","1.4507726178854865E-7","1.2711000090550532E-5","1.1159789368349896E-7","9.818010693295293E-5","5.765891173647446E-7","4.5959732548654317E-5","9.525996204823471E-5"
1867,"1.2092064784149837E-7","1.2751277348188973E-5","1.170199817820952E-7","1.0921864966328885E-7","3.471592792868824E-7","1.2482131390090154E-7","9.790671809101964E-7","2.2623863144538404E-7","3.783646077621078E-6","1.5602664237612694E-7","1.7162930661373962E-7","1.1934087808744009E-4","3.315566150492697E-7","2.3373961227761634E-4","2.7304662415822212E-8","3.3935794716807607E-7","4.473673903529499E-5","1.872319708513523E-7","7.567292155242157E-7","8.425438688310854E-7","1.170199817820952E-7","2.02834635088965E-7","1.443246441979174E-7","1.7162930661373962E-7","3.5105994534628557E-8","1.0921864966328885E-7","1.2092064784149837E-7","1.7279950643156056E-6","1.140944822375428E-5","9.658049163082257E-6","1.3652331207911106E-7","7.021198906925711E-8","2.6719562506911737E-6","1.9893396902956184E-7","2.457419617423999E-7","3.7680434133834654E-6","0.0","2.496426278018031E-7","4.5637792895017124E-7","1.482253102573206E-7","5.4609324831644423E-8","4.2907326653434905E-7","2.4614373034651844E-4","1.6411662378332912E-4","4.914839234847998E-7","2.320896305344888E-5","2.7035516457723394E-5","1.2092064784149837E-7","1.322715860743616E-5","8.581465330686981E-8","1.1218705653449467E-4","6.436098998015235E-7","4.566119689137355E-5","8.037712482006179E-5"
1868,"9.277105153216431E-8","1.9857221893861897E-5","2.7409628861775816E-7","4.6385525766082154E-8","4.090359999372699E-7","2.909637525326971E-7","8.855418555342957E-7","2.9518061851143187E-7","4.524697195182377E-6","1.728915051281244E-7","2.1927703089420656E-7","1.1767586200257169E-4","4.0481913395853517E-7","2.234728125430476E-4","4.6385525766082154E-8","2.9518061851143187E-7","4.474938176633307E-5","2.5722882470281924E-7","7.843370720446619E-7","8.728912575980914E-7","1.8975896904306336E-7","1.0963851544710328E-7","1.3493971131951173E-7","1.433734432769812E-7","2.234938968729413E-7","1.6024090719192016E-7","1.3493971131951173E-7","2.0283125357714107E-6","1.165120069924409E-5","9.36565933876986E-6","1.0542164946836854E-7","4.6385525766082154E-8","3.955420288053187E-6","2.6987942263902347E-7","2.4879509274534975E-7","4.069275669479025E-6","0.0","3.5421674221371826E-7","2.5722882470281924E-7","1.3493971131951173E-7","2.5301195872408448E-8","3.4156614427751404E-7","2.891673676257561E-4","1.755481306947273E-4","3.668673401499225E-7","2.472770209930052E-5","2.8510230882225586E-5","1.7710837110685913E-7","1.506686214201923E-5","2.1927703089420656E-7","1.0834815445761044E-4","7.759033400871924E-7","4.409576753962919E-5","9.074695586237164E-5"
1869,"1.2644044595989748E-7","1.5280136317820336E-5","2.2989171992708631E-7","3.065222932361151E-8","3.946474525414982E-7","3.0269076457066366E-7","9.157353510428938E-7","3.3334299389427515E-7","3.4368812129099405E-6","1.8008184727621761E-7","2.18397133930732E-7","1.1715665200350864E-4","2.5288089191979496E-7","2.5114137790568E-4","2.298917199270863E-8","2.988592359052122E-7","4.7882613732146626E-5","2.2222866259618344E-7","8.161156057411564E-7","6.55191401792196E-7","1.494296179526061E-7","2.1456560526528057E-7","1.494296179526061E-7","1.494296179526061E-7","3.1035382190156653E-7","1.1877738862899459E-7","1.6475573261441187E-7","2.436852231227115E-6","1.3310730583778297E-5","9.019418478472686E-6","1.3410350329080035E-7","3.8315286654514383E-8","2.6092710211724296E-6","2.682070065816007E-7","2.452178345888921E-7","4.525035353898149E-6","0.0","3.5633216588698377E-7","3.448375798906295E-7","1.6475573261441187E-7","6.513598731267446E-8","3.180168792324694E-7","2.463864508318548E-4","1.866950657527868E-4","1.992394906034748E-7","2.447963664356924E-5","2.5552464669895645E-5","1.2644044595989748E-7","1.5257147145827629E-5","4.2913121053056114E-7","1.1257031219096327E-4","5.862238858140701E-7","4.4334618187938596E-5","9.315212491445537E-5"
1870,"1.0244999137029573E-7","9.899704721670428E-6","1.062444354951215E-7","1.6695554149233378E-7","2.8837775348675833E-7","1.290111002440761E-7","1.0396776902022604E-6","3.642666359832737E-7","3.691994133455472E-6","1.63161097367508E-7","2.5422775636332645E-7","1.130326960344348E-4","3.7185552423292523E-7","2.45481562655603E-4","2.2766664748954605E-8","2.3904997986402336E-7","4.517665175017559E-5","2.0489998274059145E-7","8.1580548683754E-7","8.575443722106235E-7","2.12488870990243E-7","1.403944326185534E-7","1.2142221199442455E-7","1.403944326185534E-7","2.2766664748954605E-8","1.2521665611925033E-7","1.897222062412884E-7","1.8213331799163685E-6","1.2347121182183048E-5","9.209115890952138E-6","1.3659998849372765E-7","5.312221774756075E-8","2.432238684013317E-6","1.5936665324268223E-7","2.2766664748954607E-7","6.321543911959729E-6","3.794444124825767E-9","2.997610858612356E-7","3.4529441535914485E-7","2.2007775923989452E-7","6.450555012203805E-8","3.035555299860614E-7","2.708436271859385E-4","1.7860448495554888E-4","2.0489998274059145E-7","2.6754625524146486E-5","2.1541059296635882E-5","1.4418887674337916E-7","1.4840070972193578E-5","2.466388681136749E-7","1.0331133018663117E-4","7.285332719665474E-7","4.975275136471547E-5","1.0926481301848281E-4"
1871,"1.747872104086483E-7","1.1053210258223092E-5","1.0820160644344895E-7","2.9131201734774717E-8","1.3733280817822367E-7","1.831104109042982E-7","7.990272475823922E-7","2.788272166042723E-7","4.536144270129206E-6","2.3304961387819774E-7","2.247264133825478E-7","1.0599595831210172E-4","2.6218081561297247E-7","2.4055714072527396E-4","1.6646400991299838E-8","2.580192153651475E-7","4.3205733772918725E-5","1.2068640718692383E-7","7.698960458476175E-7","7.19956842873718E-7","1.331712079303987E-7","2.2056481313472284E-7","1.2900960768257374E-7","1.539792091695235E-7","5.4100803221724475E-8","1.2068640718692383E-7","1.331712079303987E-7","1.960113716725556E-6","1.3758250419309315E-5","1.1065695058966567E-5","1.1652480693909887E-7","8.323200495649919E-8","2.5260913504297502E-6","2.03918412143423E-7","1.9975681189559804E-7","7.220376429976305E-6","0.0","3.9535202354337114E-7","2.996352178433971E-7","1.3733280817822367E-7","4.993920297389951E-8","2.580192153651475E-7","2.3120602496841126E-4","1.7462906959923096E-4","1.331712079303987E-7","2.4682451069849836E-5","2.0612406027477023E-5","3.204432190825219E-7","1.5680909733804448E-5","1.0404000619562399E-7","1.0925449130614866E-4","6.450480384128687E-7","4.303926976300573E-5","9.32864311552443E-5"
1872,"8.364152408183759E-8","7.764721485597258E-6","3.5779985301674974E-7","2.1375056154247388E-7","1.8587005351519468E-7","1.2081553478487652E-7","9.107632622244538E-7","3.624466043546296E-7","3.763868583682692E-6","1.7657655083943494E-7","2.8809858294855174E-7","1.1052298057147262E-4","2.927453342864316E-7","2.1181286623457796E-4","3.717401070303893E-8","2.1839731288035373E-7","3.797325193315427E-5","2.230440642182336E-7","6.180179279380223E-7","6.040776739243827E-7","1.951635561909544E-7","1.0687528077123694E-7","1.4869604281215572E-7","1.3010903746063626E-7","1.8587005351519465E-8","1.3475578879851614E-7","1.812233021773148E-7","2.7322897866733616E-6","1.6305450444620454E-5","1.148676930723903E-5","1.4869604281215572E-7","3.717401070303893E-8","1.4683734227700378E-6","2.1839731288035373E-7","2.09103810204594E-7","6.691321926547008E-6","0.0","3.624466043546296E-7","3.0203883696219135E-7","9.75817780954772E-8","4.646751337879867E-8","3.392128476652303E-7","2.1121343531199145E-4","1.8373254789976991E-4","1.115220321091168E-7","2.36798448178358E-5","2.1486578186356503E-5","2.927453342864316E-7","1.67329515677054E-5","8.364152408183759E-8","1.0053246519503091E-4","6.644854413168209E-7","3.5352484178590026E-5","1.0315787970093304E-4"
1873,"1.2236176312369678E-7","7.920884799540637E-6","6.525960699930495E-8","6.933833243676151E-8","2.2025117362265418E-7","2.2025117362265418E-7","1.174672925987489E-6","4.6905342530750426E-7","3.683089070023273E-6","3.589278384961772E-7","3.3037676043398127E-7","1.0676879577630034E-4","3.670852893710903E-7","2.0187243680147492E-4","1.6314901749826238E-8","2.8143205518450256E-7","3.391052328701383E-5","2.1617244818519764E-7","7.95351460304029E-7","8.402174401160512E-7","2.40644800809937E-7","8.97319596240443E-8","2.0393627187282794E-7","1.590702920608058E-7","7.341705787421806E-8","1.8354264468554516E-7","1.5091284118589268E-7","3.964521125207776E-6","1.4932213826528463E-5","1.0209049769953768E-5","1.2644048856115333E-7","5.3023430686935266E-8","1.6845136056695588E-6","2.977469569343288E-7","2.3656607537248042E-7","4.93117905388498E-6","1.6314901749826238E-8","3.0182568237178537E-7","3.0182568237178537E-7","1.2644048856115333E-7","6.525960699930495E-8","3.3037676043398127E-7","2.45898199173381E-4","1.7115963425742703E-4","2.8143205518450256E-7","2.587543417522441E-5","2.2987696565505168E-5","2.0801499731028452E-7","1.9325001122669176E-5","1.0604686137387053E-7","9.678407590540669E-5","6.56674795430506E-7","3.278887379171328E-5","1.3446334149663037E-4"
1874,"1.4264189101861806E-7","7.216216691788037E-6","1.133820159378759E-7","4.023232823602048E-8","2.3773648503103012E-7","6.21772345465771E-8","1.3496117380992324E-6","5.12047813912988E-7","4.944918888645426E-6","1.75559250484453E-7","3.438035321987205E-7","1.0402982836519369E-4","4.535280637515036E-7","1.8074556334251457E-4","3.657484385092771E-9","2.6699636011177227E-7","3.3615938983387656E-5","2.925987508074217E-7","1.0716429248321818E-6","1.0314105965961614E-6","1.9384667240991686E-7","8.412214085713373E-8","1.7921673486954578E-7","2.7431132888195784E-7","1.4629937540371083E-8","2.413939694161229E-7","2.0847660995028794E-7","5.369187077316188E-6","1.6531829420619325E-5","1.1038287874209983E-5","1.499568597888036E-7","2.9259875080742167E-8","2.1323133965090856E-6","3.438035321987205E-7","3.2551611027325663E-7","4.549910575055407E-6","0.0","3.5843346973909157E-7","3.5843346973909157E-7","1.7921673486954578E-7","6.583471893166987E-8","3.438035321987205E-7","3.1273685983174246E-4","1.546603847080329E-4","5.8519750161484334E-8","2.539391408569911E-5","2.2402091858693222E-5","1.4264189101861806E-7","2.0317325759190343E-5","1.389844066335253E-7","9.328779672617622E-5","9.655758776644916E-7","3.158237766527608E-5","1.2591621492558883E-4"
1875,"1.2810534563751016E-7","6.514533606095738E-6","8.665949851949218E-8","7.535608566912362E-8","1.2810534563751016E-7","9.419510708640453E-8","1.37148075917805E-6","3.7301262406216197E-7","3.673609176369777E-6","2.223004527239147E-7","3.654770154952496E-7","9.828317473395449E-5","4.332974925974609E-7","1.6186487201727754E-4","7.535608566912363E-9","2.1853264844045852E-7","3.096004779715944E-5","3.277989726606878E-7","1.5749421904846838E-6","1.6804407104214568E-6","1.9592582273972144E-7","8.289169423603599E-8","2.5244288699156413E-7","2.449072784246518E-7","1.8839021417280906E-8","2.7881751697575744E-7","2.034614313066338E-7","4.856699721375018E-6","1.5760725317697208E-5","1.3496274943340041E-5","1.620155841886158E-7","5.6517064251842724E-8","1.5749421904846838E-6","2.5244288699156413E-7","3.391023855110563E-7","4.238779818888204E-6","1.5071217133824727E-8","2.863531255426698E-7","2.411394741411956E-7","1.620155841886158E-7","1.1303412850368544E-8","3.95619449762899E-7","3.6786957121524426E-4","1.4732491528742016E-4","1.017307156533169E-7","2.3043890997618005E-5","2.3778612832891962E-5","2.48675082708108E-7","2.1555608305652814E-5","7.535608566912362E-8","9.207006547053525E-5","1.3338027163434881E-6","3.064355223734912E-5","1.2017411762083491E-4"
1876,"8.81083358364055E-8","6.7109182462062185E-6","1.1013541979550687E-7","5.5067709897753436E-8","1.8723021365236166E-7","1.0646423913565664E-7","1.2775708696278796E-6","4.3687049852217726E-7","4.045641087154952E-6","2.643250075092165E-7","3.3774862070622107E-7","1.043276119916238E-4","4.33199317862327E-7","1.706474906118182E-4","1.8355903299251143E-8","3.1205035608726945E-7","2.8168969203030805E-5","2.973656334478685E-7","1.2445302436892276E-6","1.2225031597301262E-6","2.753385494887672E-7","2.4596910420996534E-7","2.1292847827131328E-7","2.0558611695161282E-7","3.6711806598502286E-8","1.5786076837355984E-7","2.4964028486981557E-7","4.9193820841993065E-6","1.5987991773647746E-5","1.0536288493770157E-5","1.2482014243490778E-7","4.405416791820275E-8","1.4023910120627875E-6","2.533114655296658E-7","3.3774862070622107E-7","3.68953656314948E-6","3.6711806598502288E-9","3.744604273047233E-7","2.4964028486981557E-7","1.2482014243490778E-7","4.038298725835252E-8","3.4509098202592153E-7","3.4836567517450794E-4","1.6500855711828823E-4","1.4684722639400915E-7","2.3275285383450453E-5","1.9310410270812203E-5","3.083791754274192E-7","1.956739291700172E-5","8.81083358364055E-8","9.394551308556736E-5","9.912187781595618E-7","2.7166736882891694E-5","1.4413055270572E-4"
